image_id,question_id,question_type,question,answers_x,multiple_choice_answer,answer_type,pid_x,output_x,processed_ans_x,answer_similarity_model,correct_model,filename_x,model,trained_dataset_x,strategy_x,blind_x,condition,meta_model_x,model_raw_x,family_x,model_size_x,finetuned,model_type_x,confidence,correct_human,answer_similarity_human,MG,human_correct,model_correct,cc_quadrant,answers_y,pid_y,output_y,processed_ans_y,answer_similarity,correct,filename_y,trained_dataset_y,strategy_y,blind_y,meta_model_y,model_raw_y,family_y,model_size_y,model_type_y
COCO_val2014_000000430774.jpg,430774001,what time,"
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Question: What time is shown on the clock? Answer the question using a single word or phrase. 
Answer:","[{'answer': ""12 o'clock"", 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': '12:30', 'answer_confidence': 'maybe', 'answer_id': 3}, {'answer': 'noon', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'noon', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'noon', 'answer_confidence': 'yes', 'answer_id': 10}]",12:00,number,990,10:30,10,72.3,0.0,/home/work/yuna/HPA/evaluation/scored/pretrained/Qwen3-VL-2B-Instruct_vqa_1k_inst_blind.jsonl,Qwen3‑VL (2B),Pretrained,Pretrained,Pretrained,inst blind,open-source model,Qwen3-VL-2B-Instruct,Qwen,2,Pretrained,vlm,0.5549999999999999,0.0,0.45307052321732044,100.0,0,0,Shared Wrong,"[{'answer': ""12 o'clock"", 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': '12:30', 'answer_confidence': 'maybe', 'answer_id': 3}, {'answer': 'noon', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'noon', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'noon', 'answer_confidence': 'yes', 'answer_id': 10}]",990,10:30,10,72.3,0.0,/home/work/yuna/HPA/evaluation/scored/pretrained/Qwen3-VL-2B-Instruct_vqa_1k_inst_blind.jsonl,Pretrained,Pretrained,Pretrained,open-source model,Qwen3-VL-2B-Instruct,Qwen,2,vlm
COCO_val2014_000000430774.jpg,430774001,what time,"
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Question: What time is shown on the clock? Answer the question using a single word or phrase. 
Answer:","[{'answer': ""12 o'clock"", 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': '12:30', 'answer_confidence': 'maybe', 'answer_id': 3}, {'answer': 'noon', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'noon', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'noon', 'answer_confidence': 'yes', 'answer_id': 10}]",12:00,number,990,12,12,59.6,0.0,/home/work/yuna/HPA/evaluation/scored/finetuned/llava-v1.6-mistral-7b-hf/llava-v1.6-mistral-7b-hf_A2_vqa_10_blind_instfold_0/vqa_1k_inst_blind.jsonl,LLaVA‑Mistral (7B),VQA,JS,Blind,inst blind,open-source model,llava-v1.6-mistral-7b-hf_A2_vqa_10_blind_inst,LLaVA,7,JS-Blind VQA (n=10),vlm,0.5549999999999999,0.0,0.45307052321732044,100.0,0,0,Shared Wrong,"[{'answer': ""12 o'clock"", 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': '12:30', 'answer_confidence': 'maybe', 'answer_id': 3}, {'answer': 'noon', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'noon', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'noon', 'answer_confidence': 'yes', 'answer_id': 10}]",990,12,12,59.6,0.0,/home/work/yuna/HPA/evaluation/scored/finetuned/llava-v1.6-mistral-7b-hf/llava-v1.6-mistral-7b-hf_A2_vqa_10_blind_instfold_0/vqa_1k_inst_blind.jsonl,VQA,JS,Blind,open-source model,llava-v1.6-mistral-7b-hf_A2_vqa_10_blind_inst,LLaVA,7,vlm
COCO_val2014_000000430774.jpg,430774001,what time,"
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Question: What time is shown on the clock? Answer the question using a single word or phrase. 
Answer:","[{'answer': ""12 o'clock"", 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': '12:30', 'answer_confidence': 'maybe', 'answer_id': 3}, {'answer': 'noon', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'noon', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'noon', 'answer_confidence': 'yes', 'answer_id': 10}]",12:00,number,990,12,12,59.6,0.0,/home/work/yuna/HPA/evaluation/scored/finetuned/llava-v1.6-mistral-7b-hf/llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_instfold_0/vqa_1k_inst_blind.jsonl,LLaVA‑Mistral (7B),VQA,JS,Blind,inst blind,open-source model,llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,LLaVA,7,JS-Blind VQA (n=15),vlm,0.5549999999999999,0.0,0.45307052321732044,100.0,0,0,Shared Wrong,"[{'answer': ""12 o'clock"", 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': '12:30', 'answer_confidence': 'maybe', 'answer_id': 3}, {'answer': 'noon', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'noon', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'noon', 'answer_confidence': 'yes', 'answer_id': 10}]",990,12,12,59.6,0.0,/home/work/yuna/HPA/evaluation/scored/finetuned/llava-v1.6-mistral-7b-hf/llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_instfold_0/vqa_1k_inst_blind.jsonl,VQA,JS,Blind,open-source model,llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,LLaVA,7,vlm
COCO_val2014_000000430774.jpg,430774001,what time,"
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Question: What time is shown on the clock? Answer the question using a single word or phrase. 
Answer:","[{'answer': ""12 o'clock"", 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': '12:30', 'answer_confidence': 'maybe', 'answer_id': 3}, {'answer': 'noon', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'noon', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'noon', 'answer_confidence': 'yes', 'answer_id': 10}]",12:00,number,990,12:15,12,84.3,0.0,/home/work/yuna/HPA/evaluation/scored/finetuned/InternVL3_5-8B/InternVL3_5-8B_A4_mmstar_15_blind_instfold_0/vqa_1k_inst_blind.jsonl,InternVL 3.5 (8B),VQA,JS,Blind,inst blind,open-source model,InternVL3_5-8B_A4_mmstar_15_blind_inst,InternVL,8,JS-Blind MMStar (n=15),vlm,0.5549999999999999,0.0,0.45307052321732044,100.0,0,0,Shared Wrong,"[{'answer': ""12 o'clock"", 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': '12:30', 'answer_confidence': 'maybe', 'answer_id': 3}, {'answer': 'noon', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'noon', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'noon', 'answer_confidence': 'yes', 'answer_id': 10}]",990,12:15,12,84.3,0.0,/home/work/yuna/HPA/evaluation/scored/finetuned/InternVL3_5-8B/InternVL3_5-8B_A4_mmstar_15_blind_instfold_0/vqa_1k_inst_blind.jsonl,VQA,JS,Blind,open-source model,InternVL3_5-8B_A4_mmstar_15_blind_inst,InternVL,8,vlm
COCO_val2014_000000430774.jpg,430774001,what time,"
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Question: What time is shown on the clock? Answer the question using a single word or phrase. 
Answer:","[{'answer': ""12 o'clock"", 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': '12:30', 'answer_confidence': 'maybe', 'answer_id': 3}, {'answer': 'noon', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'noon', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'noon', 'answer_confidence': 'yes', 'answer_id': 10}]",12:00,number,990,11:00,11,88.6,0.0,/home/work/yuna/HPA/evaluation/scored/finetuned/InternVL3_5-8B/InternVL3_5-8B_SFT_vqa_gtfold_0/vqa_1k_inst_blind.jsonl,InternVL 3.5 (8B),VQA,SFT,Blind,inst blind,open-source model,InternVL3_5-8B_SFT_vqa_gt,InternVL,8,SFT-VQA,vlm,0.5549999999999999,0.0,0.45307052321732044,100.0,0,0,Shared Wrong,"[{'answer': ""12 o'clock"", 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': '12:30', 'answer_confidence': 'maybe', 'answer_id': 3}, {'answer': 'noon', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'noon', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'noon', 'answer_confidence': 'yes', 'answer_id': 10}]",990,11:00,11,88.6,0.0,/home/work/yuna/HPA/evaluation/scored/finetuned/InternVL3_5-8B/InternVL3_5-8B_SFT_vqa_gtfold_0/vqa_1k_inst_blind.jsonl,VQA,SFT,Blind,open-source model,InternVL3_5-8B_SFT_vqa_gt,InternVL,8,vlm
COCO_val2014_000000430774.jpg,430774001,what time,"Question: What time is shown on the clock? Answer the question using a single word or phrase. 
Answer:
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
","[{'answer': ""12 o'clock"", 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': '12:30', 'answer_confidence': 'maybe', 'answer_id': 3}, {'answer': 'noon', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'noon', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'noon', 'answer_confidence': 'yes', 'answer_id': 10}]",12:00,number,990,11:00,11,88.6,0.0,/home/work/yuna/HPA/evaluation/scored/finetuned/Qwen3-VL-8B-Instruct/Qwen3-VL-8B-Instruct_SFT_mmstar_15_blind_instfold_0/vqa_1k_inst_blind.jsonl,Qwen3‑VL (8B),VQA,SFT,Blind,inst blind,open-source model,Qwen3-VL-8B-Instruct_SFT_mmstar_15_blind_inst,Qwen,8,SFT-Blind MMStar,vlm,0.5549999999999999,0.0,0.45307052321732044,100.0,0,0,Shared Wrong,"[{'answer': ""12 o'clock"", 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': '12:30', 'answer_confidence': 'maybe', 'answer_id': 3}, {'answer': 'noon', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'noon', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'noon', 'answer_confidence': 'yes', 'answer_id': 10}]",990,11:00,11,88.6,0.0,/home/work/yuna/HPA/evaluation/scored/finetuned/Qwen3-VL-8B-Instruct/Qwen3-VL-8B-Instruct_SFT_mmstar_15_blind_instfold_0/vqa_1k_inst_blind.jsonl,VQA,SFT,Blind,open-source model,Qwen3-VL-8B-Instruct_SFT_mmstar_15_blind_inst,Qwen,8,vlm
COCO_val2014_000000430774.jpg,430774001,what time,"
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Question: What time is shown on the clock? Answer the question using a single word or phrase. 
Answer:","[{'answer': ""12 o'clock"", 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': '12:30', 'answer_confidence': 'maybe', 'answer_id': 3}, {'answer': 'noon', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'noon', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'noon', 'answer_confidence': 'yes', 'answer_id': 10}]",12:00,number,990,1:00,1,78.6,33.33333333333333,/home/work/yuna/HPA/evaluation/scored/pretrained/InternVL3_5-4B_vqa_1k_inst_blind.jsonl,InternVL 3.5 (4B),Pretrained,Pretrained,Pretrained,inst blind,open-source model,InternVL3_5-4B,InternVL,4,Pretrained,vlm,0.5549999999999999,0.0,0.45307052321732044,66.66666666666667,0,0,Shared Wrong,"[{'answer': ""12 o'clock"", 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': '12:30', 'answer_confidence': 'maybe', 'answer_id': 3}, {'answer': 'noon', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'noon', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'noon', 'answer_confidence': 'yes', 'answer_id': 10}]",990,1:00,1,78.6,33.33333333333333,/home/work/yuna/HPA/evaluation/scored/pretrained/InternVL3_5-4B_vqa_1k_inst_blind.jsonl,Pretrained,Pretrained,Pretrained,open-source model,InternVL3_5-4B,InternVL,4,vlm
COCO_val2014_000000430774.jpg,430774001,what time,"Question: What time is shown on the clock? Answer the question using a single word or phrase. 
Answer:
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
","[{'answer': ""12 o'clock"", 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': '12:30', 'answer_confidence': 'maybe', 'answer_id': 3}, {'answer': 'noon', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'noon', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'noon', 'answer_confidence': 'yes', 'answer_id': 10}]",12:00,number,990,1:05,1,57.6,33.33333333333333,/home/work/yuna/HPA/evaluation/scored/finetuned/Qwen3-VL-4B-Instruct/Qwen3-VL-4B-Instruct_A4_mmstar_15_blind_instfold_0/vqa_1k_inst_blind.jsonl,Qwen3‑VL (4B),VQA,JS,Blind,inst blind,open-source model,Qwen3-VL-4B-Instruct_A4_mmstar_15_blind_inst,Qwen,4,JS-Blind MMStar (n=15),vlm,0.5549999999999999,0.0,0.45307052321732044,66.66666666666667,0,0,Shared Wrong,"[{'answer': ""12 o'clock"", 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': '12:30', 'answer_confidence': 'maybe', 'answer_id': 3}, {'answer': 'noon', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'noon', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'noon', 'answer_confidence': 'yes', 'answer_id': 10}]",990,1:05,1,57.6,33.33333333333333,/home/work/yuna/HPA/evaluation/scored/finetuned/Qwen3-VL-4B-Instruct/Qwen3-VL-4B-Instruct_A4_mmstar_15_blind_instfold_0/vqa_1k_inst_blind.jsonl,VQA,JS,Blind,open-source model,Qwen3-VL-4B-Instruct_A4_mmstar_15_blind_inst,Qwen,4,vlm
COCO_val2014_000000430774.jpg,430774001,what time,"
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Question: What time is shown on the clock? Answer the question using a single word or phrase. 
Answer:","[{'answer': ""12 o'clock"", 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': '12:30', 'answer_confidence': 'maybe', 'answer_id': 3}, {'answer': 'noon', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'noon', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'noon', 'answer_confidence': 'yes', 'answer_id': 10}]",12:00,number,990,10:00,10,84.2,0.0,/home/work/yuna/HPA/evaluation/scored/pretrained/InternVL3_5-1B_vqa_1k_inst_blind.jsonl,InternVL 3.5 (1B),Pretrained,Pretrained,Pretrained,inst blind,open-source model,InternVL3_5-1B,InternVL,1,Pretrained,vlm,0.5549999999999999,0.0,0.45307052321732044,0.0,0,0,Shared Wrong,"[{'answer': ""12 o'clock"", 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': '12:30', 'answer_confidence': 'maybe', 'answer_id': 3}, {'answer': 'noon', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'noon', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'noon', 'answer_confidence': 'yes', 'answer_id': 10}]",990,10:00,10,84.2,0.0,/home/work/yuna/HPA/evaluation/scored/pretrained/InternVL3_5-1B_vqa_1k_inst_blind.jsonl,Pretrained,Pretrained,Pretrained,open-source model,InternVL3_5-1B,InternVL,1,vlm
COCO_val2014_000000430774.jpg,430774001,what time,"
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Question: What time is shown on the clock? Answer the question using a single word or phrase. 
Answer:","[{'answer': ""12 o'clock"", 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': '12:30', 'answer_confidence': 'maybe', 'answer_id': 3}, {'answer': 'noon', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'noon', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'noon', 'answer_confidence': 'yes', 'answer_id': 10}]",12:00,number,990,3 o'clock,3,49.6,0.0,/home/work/yuna/HPA/evaluation/scored/finetuned/llava-v1.6-mistral-7b-hf/llava-v1.6-mistral-7b-hf_SFT_vqa_15_blind_instfold_0/vqa_1k_inst_blind.jsonl,LLaVA‑Mistral (7B),VQA,SFT,Blind,inst blind,open-source model,llava-v1.6-mistral-7b-hf_SFT_vqa_15_blind_inst,LLaVA,7,SFT-Blind VQA,vlm,0.5549999999999999,0.0,0.45307052321732044,0.0,0,0,Shared Wrong,"[{'answer': ""12 o'clock"", 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': '12:30', 'answer_confidence': 'maybe', 'answer_id': 3}, {'answer': 'noon', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'noon', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': '12:00', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'noon', 'answer_confidence': 'yes', 'answer_id': 10}]",990,3 o'clock,3,49.6,0.0,/home/work/yuna/HPA/evaluation/scored/finetuned/llava-v1.6-mistral-7b-hf/llava-v1.6-mistral-7b-hf_SFT_vqa_15_blind_instfold_0/vqa_1k_inst_blind.jsonl,VQA,SFT,Blind,open-source model,llava-v1.6-mistral-7b-hf_SFT_vqa_15_blind_inst,LLaVA,7,vlm
