question_num,question_id,answer,confidence,time_spent_seconds,answer_timestamp,participant_id,question,answer_type,answer_original,answer_raw,answer_normalized,correct,answer_similarity,gt_answers,visual_gt,model,meta_model,condition,question_type,new_question_type,processed_ans
572,524577006,One thing,1.0,4.5,2025-12-10T23:59:16.683398,02f952bb_20251210_230336,Question: What number of clocks are on this tower? Answer the question using a single word or phrase. Answer:,number,1개,One thing,one thing,100.0,0.3796713650226593,"['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']",1,Humans,humans,inst blind,what,Attribute/Object,1
572,524577006,One thing,0.75,5.27,2025-12-08T16:36:08.324559,14d2420f_20251208_150302,Question: What number of clocks are on this tower? Answer the question using a single word or phrase. Answer:,number,1개,One thing,one thing,100.0,0.3796713650226593,"['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']",1,Humans,humans,inst blind,what,Attribute/Object,1
572,524577006,1,1.0,2.65,2025-12-02T11:03:50.681180,29127478_20251202_100107,Question: What number of clocks are on this tower? Answer the question using a single word or phrase. Answer:,number,,1,1,100.0,1.0,"['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']",1,Humans,humans,inst blind,what,Attribute/Object,1
572,524577006,One thing,1.0,3.4,2025-12-05T23:53:11.809797,3a36e078_20251205_225238,Question: What number of clocks are on this tower? Answer the question using a single word or phrase. Answer:,number,1개,One thing,one thing,100.0,0.3796713650226593,"['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']",1,Humans,humans,inst blind,what,Attribute/Object,1
572,524577006,1,1.0,4.55,2025-11-28T23:19:03.475596,dd0f9986_20251128_222537,Question: What number of clocks are on this tower? Answer the question using a single word or phrase. Answer:,number,,1,1,100.0,1.0,"['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']",1,Humans,humans,inst blind,what,Attribute/Object,1
572,524577006,1,0.75,4.96,2025-12-11T01:16:50.379631,60de6bd6_20251210_170035,Question: What number of clocks are on this tower? Answer the question using a single word or phrase. Answer:,number,,1,1,100.0,1.0,"['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']",1,Humans,humans,inst blind,what,Attribute/Object,1
572,524577006,One thing,0.25,3.25,2025-11-25T15:04:31.765613,6b3a1a8d_20251125_135446,Question: What number of clocks are on this tower? Answer the question using a single word or phrase. Answer:,number,1개,One thing,one thing,100.0,0.3796713650226593,"['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']",1,Humans,humans,inst blind,what,Attribute/Object,1
572,524577006,1,0.5,7.25,2025-12-05T16:04:31.478954,2e184452_20251205_141511_cleaned,Question: What number of clocks are on this tower? Answer the question using a single word or phrase. Answer:,number,,1,1,100.0,1.0,"['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']",1,Humans,humans,inst blind,what,Attribute/Object,1
572,524577006,One thing,0.75,3.96,2025-12-12T00:57:03.658883,a5909497_20251211_232822,Question: What number of clocks are on this tower? Answer the question using a single word or phrase. Answer:,number,1개,One thing,one thing,100.0,0.3796713650226593,"['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']",1,Humans,humans,inst blind,what,Attribute/Object,1
572,524577006,one,0.75,7.05,2025-12-03T22:35:47.570032,f616d5c7_20251203_212223,Question: What number of clocks are on this tower? Answer the question using a single word or phrase. Answer:,number,한개,one,1,100.0,0.7313998937606812,"['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']",1,Humans,humans,inst blind,what,Attribute/Object,1
572,524577006,One thing,0.5,3.66,2025-12-09T17:34:32.245189,9c5d09f3_20251209_121033,Question: What number of clocks are on this tower? Answer the question using a single word or phrase. Answer:,number,1개,One thing,one thing,100.0,0.3796713650226593,"['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']",1,Humans,humans,inst blind,what,Attribute/Object,1
572,524577006,5,0.75,7.41,2025-11-24T14:18:58.926882,0756a860_20251124_133827,Question: What number of clocks are on this tower? Answer the question using a single word or phrase. Answer:,number,,5,5,0.0,0.6378986835479736,"['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']",1,Humans,humans,inst blind,what,Attribute/Object,5
572,524577006,3,0.5,41.08,2025-12-14T13:35:16.097000,74d408e5_20251213_134035,Question: What number of clocks are on this tower? Answer the question using a single word or phrase. Answer:,number,3개,3,3,0.0,0.7906285524368286,"['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']",1,Humans,humans,inst blind,what,Attribute/Object,3
572,524577006,3,0.5,5.22,2025-12-04T22:17:14.640225,73df43f3_20251204_210431,Question: What number of clocks are on this tower? Answer the question using a single word or phrase. Answer:,number,3개,3,3,0.0,0.7906285524368286,"['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']",1,Humans,humans,inst blind,what,Attribute/Object,3
572,524577006,2,0.25,2.96,2025-11-26T15:46:21.677532,3238ebaf_20251126_140604,Question: What number of clocks are on this tower? Answer the question using a single word or phrase. Answer:,number,,2,2,0.0,0.8055647611618042,"['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']",1,Humans,humans,inst blind,what,Attribute/Object,2
572,524577006,2,0.75,3.63,2025-11-27T15:14:09.489064,5d843d39_20251127_141921,Question: What number of clocks are on this tower? Answer the question using a single word or phrase. Answer:,number,,2,2,0.0,0.8055647611618042,"['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']",1,Humans,humans,inst blind,what,Attribute/Object,2
572,524577006,2,0.75,2.65,2025-11-26T09:22:11.938188,218b2db5_20251126_084136,Question: What number of clocks are on this tower? Answer the question using a single word or phrase. Answer:,number,,2,2,0.0,0.8055647611618042,"['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']",1,Humans,humans,inst blind,what,Attribute/Object,2
572,524577006,3,0.75,3.39,2025-12-10T20:06:09.605788,825ff3e9_20251210_192335,Question: What number of clocks are on this tower? Answer the question using a single word or phrase. Answer:,number,,3,3,0.0,0.7906285524368286,"['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']",1,Humans,humans,inst blind,what,Attribute/Object,3
572,524577006,Three generations,0.25,3.34,2025-11-27T20:27:12.814355,b9b2cb98_20251127_193952,Question: What number of clocks are on this tower? Answer the question using a single word or phrase. Answer:,number,3대,Three generations,three generations,0.0,0.24113669991493225,"['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']",1,Humans,humans,inst blind,what,Attribute/Object,3
572,524577006,3,0.75,4.91,2025-11-25T21:18:48.412587,d1548553_20251125_202324,Question: What number of clocks are on this tower? Answer the question using a single word or phrase. Answer:,number,,3,3,0.0,0.7906285524368286,"['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']",1,Humans,humans,inst blind,what,Attribute/Object,3
